Quick Guard,Status,Fighting,--,Scene,--,"Melee, Interrupt, Shield, Trigger","If the user or an adjacent ally is targeted by a Priority or Interrupt Attack, Quick Guard may be declared as an Interrupt, causing the triggering attack to have no effect."
Revenge,Physical,Fighting,6,EOT,2,"Melee, 1 Target","When declaring Revenge, the user does nothing and may not Shift. At the end of the round, the user may Shift and use Revenge. If the target damaged the user this round, Revenge has a Damage Base of 12 (4d10+15 / 40)."
Reversal,Physical,Fighting,7,EOT,2,"Melee, 1 Target","For each Injury the user has, Reversal's Damage Base is increased by +1."
Rock Smash,Physical,Fighting,4,At-Will,2,"Melee, 1 Target",Rock Smash lowers the target’s Defense 1 Combat Stage on 17+.
Rolling Kick,Physical,Fighting,6,At-Will,4,"Melee, 1 Target",Rolling Kick Flinches the target on 15+.
Sacred Sword,Physical,Fighting,8,EOT,--,"Melee, 1 Target",Sacred Sword cannot miss.
Secret Sword,Special,Fighting,8,At-Will,2,"Melee, 1 Target","When calculating damage, the target subtracts their Defense from Secret Sword's damage instead of their Special Defense. Psyshock is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.)"
Seismic Toss,Physical,Fighting,--,Scene x2,2,"Melee, 1 Target",The target loses HP equal to the level of Seismic Toss's user. Do not apply weakness or resistance. Do not apply stats.
Sky Uppercut,Physical,Fighting,9,At-Will,4,"Melee, 1 Target, Interrupt","Sky Uppercut may be used as an Interrupt when against a target initiating Bounce, Fly, or Sky Drop. If Sky Uppercut successfully hits its target, the Triggering Move fails (though the target may take their next turn normally.)"
Storm Throw,Physical,Fighting,6,EOT,2,"Melee, 1 Target","If Storm Throw hits, it is a Critical Hit."
Submission,Physical,Fighting,8,At-Will,6,"Melee, 1 Target, Recoil 1/3","On an accuracy roll of 15+, the target is Tripped."
Superpower,Physical,Fighting,12,Scene x2,2,"Melee, 1 Target, Dash",Superpower lowers the user's Attack and Defense by 1 Combat Stage each.
Triple Kick,Physical,Fighting,"X, See Effect",At-Will,3,"Melee, 1 Target","Make three attacks with Triple Kick. If you hit once, Triple Kick has a DB of 1. If you hit two times, Triple Kick has a DB of 3. If you hit three times, Triple Kick has a DB of 6."
Vacuum Wave,Special,Fighting,4,At-Will,2,"4, 1 Target, Priority, Aura",--
Vital Throw,Physical,Fighting,7,EOT,--,"Melee, 1 Target, Push, Reaction","If the user is targeted by a Melee attack and has not yet taken a turn this round, the user may declare Vital Throw. After the triggering attack is resolved, the user may use Vital Throw against the triggering foe as a Reaction. Vital Throw cannot miss."
Wake-Up Slap,Physical,Fighting,5,At-Will,2,"Melee, 1 Target","If the target is Asleep, Wake-Up Slap has a Damage Base of 10 (3d8+10 / 24) instead, and cures the target of Sleep."
Blast Burn,Special,Fire,15,Daily x2,4,"Close Blast 3, Smite, Exhaust",--
Blaze Kick,Physical,Fire,9,EOT,4,"Melee, 1 Target",Blaze Kick Burns the target on 19+ and is a Critical Hit on 18+.
Blue Flare,Special,Fire,13,Scene x2,5,"10, 1 Target, Smite",Blue Flare Burns the target on 17+.
Burn Up,Special,Fire,13,Daily x2,2,"Burst 1, Smite","Until the end of the encounter, the user loses its Fire-Type (pure Fire-Types become Normal-Type)."
Ember,Special,Fire,4,At-Will,2,"4, 1 Target",Ember Burns the target on 18+. *Grants: Firestarter
Eruption,Special,Fire,15,Daily,4,Burst 1*,"For each 10% of HP the user is missing, Eruption's Damage Base is reduced by 1. Eruption creates a 1 meter burst, but also affects an area 10 meters tall straight up."
Fiery Dance,Special,Fire,8,EOT,2,"4, 1 Target","If Fiery Dance successfully hits a foe, it raises the user's Special Attack by 1 Combat Stage on Even-Numbered Rolls."
Fire Blast,Special,Fire,11,Scene x2,4,"6, 1 Target, Smite",Fire Blast burns the target on 19+.
Fire Fang,Physical,Fire,7,At-Will,3,"Melee, 1 Target","Fire Fang Burns or Flinches on 18-19 during Accuracy Check; flip a coin to determine whether the foe becomes Burned or Flinched. On 20 during Accuracy Check, the foe is both Burned and Flinched."
Fire Lash,Physical,Fire,8,EOT,2,"2, 1 Target",The target's Defense is lowered by -1 CS.
Fire Pledge,Special,Fire,8,Scene,2,"6, 1 Target, Pledge","If an ally uses Grass Pledge or Water Pledge, you may use Fire Pledge as Priority (Advanced) immediately after their turn to target the same foe. If used in conjunction with Grass Pledge, Fire Hazards are created in a Brust 1 around the target. If used in conjucntion with Water Pledge, a Rainbow is created that lasts for 5 rouns. Counsult the Pledge keyword for additional details."
Fire Punch,Physical,Fire,8,At-Will,2,"Melee, 1 Target",Fire Punch Burns the target on 19+.
Fire Spin,Special,Fire,4,Scene x2,4,"3, 1 Target",The target is put in a Vortex. *Grants: Firestarter
Flame Burst,Special,Fire,7,At-Will,2,"6, 1 Target",Any Trainers or Pokémon cardinally adjacent to the target lose 5 Hit Points
Flame Charge,Physical,Fire,5,At-Will,2,"Melee, 1 Target, Dash",Raise the user’s Speed 1 Combat Stage.
Flame Wheel,Physical,Fire,6,At-Will,2,"Melee, 1 Target, Dash",Flame Wheel Burns the target on 19+.
Flamethrower,Special,Fire,9,EOT,2,"4, 1 Target",Flamethrower Burns the target on 19+.
Flare Blitz,Physical,Fire,12,Scene x2,2,"Melee, 1 Target, Dash, Recoil 1/3",Flare Blitz Burns the target on 19+.
Fusion Flare,Special,Fire,10,Scene x2,2,"8, 1 Target, Smite","If Fusion Bolt was used this round or last round by any participant of the encounter, Fusion Flare has its Damage Base increased by +3."
Heat Crash,Physical,Fire,4,EOT,2,"Melee, 1 Target, Dash","For each weight class the user is above the target, increase Heavy Crash's damage base by +2."
Heat Wave,Special,Fire,10,Scene x2,4,"Close Blast 3, Smite",Heat Wave Burns all Legal Targets on 18+.
Incinerate,Special,Fire,6,At-Will,2,Line 3,"If a target is holding a Held Item or Main or Off-Hand item, they must either drop it immediately or lose a Tick of Hit Points. This may only cause a target to lose at most one Tick of Hit Points, no matter how many items they were holding"
Inferno,Special,Fire,10,At-Will,9,"6, 1 Target",Inferno Burns the target. Inferno ignores the target's Evasion if there are no other combatants or Rough or Blocking Terrain within 2 meters of the target.
Lava Plume,Special,Fire,8,EOT,2,Burst 1,Lava Plume burns all targets on 16+.
Magma Storm,Special,Fire,10,Scene,6,"6, 1 Target",The target is put in a Vortex; this effect occurs even if Magma Storm misses its target.
Mind Blown,Special,Fire,15,Daily,2,"6, Ranged Blast 3, Smite",The user's Hit Points are reduced by 50% of their full Hit Point Value. This hit point loss cannot be prevented or reduced in any way.
Mystical Fire,Special,Fire,7,EOT,2,"6, 1 Target",Mystical Fire lowers the target’s Special Attack by 1 Combat Stage.
Overheat,Special,Fire,13,Scene,4,"8, Ranged Blast 3, Smite",Lower the user's Special Attack 2 Combat Stages after damage.
Pyro Ball,Physical,Fire,12,Scene x2,4,"6, 1 Target, Smite",The target is Burned on 19+.
Sacred Fire,Physical,Fire,10,EOT,3,"6, 1 Target",Sacred Fire Burns the target on Even-Numbered Rolls.
Searing Shot,Special,Fire,10,EOT,2,Burst 1,Searing Shot Burns all targets on 15+.
Shell Trap,Special,Fire,15,Scene,2,"Melee, 1 Target, Interrupt, Trigger","If the user is hit by a Melee attack, they may use Shell Trap as an Interrupt."
Sunny Day,Status,Fire,--,Daily x2,--,"Field, Weather","The weather becomes Sunny for 5 rounds. While Sunny, Fire-Type Attacks gain a +5 bonus to Damage Rolls, and Water-Type Attacks suffer a -5 Damage penalty."
V-Create,Physical,Fire,18,Daily,5,"Melee, 1 Target, Smite","Lowers the user's Defense, Special Defense, and Speed by -1 CS each."
Will-O-Wisp,Status,Fire,--,EOT,5,"6, 1 Target",The target is Burned.
Acrobatics,Physical,Flying,6,EOT,2,"Melee, Dash, 1 Target","If the user is not holding an item, Acrobatics instead has a Damage Base of 11 (3d10+10/27)"
Aerial Ace,Physical,Flying,6,EOT,--,"Melee, 1 Target",Aerial Ace cannot miss.
Aeroblast,Special,Flying,10,Daily,3,Line 6,Aeroblast is a Critical Hit on an Even-Numbered Roll.
Air Cutter,Special,Flying,6,At-Will,2,Cone 2,Air Cutter is a Critical Hit on 18+.
Air Slash,Special,Flying,8,EOT,3,"6, 1 Target",Air Slash Flinches the target on 15+.
Beak Blast,Physical,Flying,10,Scene x2,2,"6, 1 Target, Priority","Beak Blast must be declared at the start of the round. If the user is hit by a Melee attack this round, the triggering attacker is Burned. At the end of the round, the user Shifts and attacks with Beak Blast."
Bounce,Physical,Flying,9,Scene x2,4,"Melee, 1 Target, Dash, Full Action","The user first Shifts, gaining a +1 Bonus to Movement Speed and to their Jump Capabilities. After the user Shifts, they may attack with Bounce. The target becomes Vulnerable, and is Paralyzed on 16+. Grants High Jump +1"
Brave Bird,Physical,Flying,12,Scene x2,2,"Melee, 1 Target, Dash, Push, Recoil 1/3",The target is pushed back 2 meters.
Chatter,Special,Flying,7,At-Will,2,"4, 1 Target, Sonic",Chatter confuses all targets on 16+.
Defog,Status,Flying,--,Daily x2,--,"Field, Weather","The Weather becomes Clear, and all Blessings, Coats, and Hazards are destroyed. Clear Weather is the default weather, conferring no bonuses or penalties of any sort."
Dragon Ascent,Physical,Flying,12,Scene x2,2,"Melee, 1 Target, Dash",The user’s Defense and Special Defense are each lowered by -1 Combat Stage.
Drill Peck,Physical,Flying,8,At-Will,2,"Melee, 1 Target, Dash",--
Feather Dance,Status,Flying,--,EOT,2,"Burst 1, Friendly",All legal targets have their Attack lowered 2 Combat Stages.
Fly,Physical,Flying,8,At-Will,3,"Melee, Dash, Set-Up","Set-Up Effect: The user is moved up 25 meters into the air. Resolution Effect: The user may shift twice while in the air, using their overland or sky speed, and then comes down next to a legal target, and attacks with Fly. *Grants: Sky +3"
Gust,Special,Flying,4,At-Will,2,"4, 1 Target","If the target is airborne as a result of Bounce, Fly, or Sky Drop, Gust can hit them, ignoring Range and has a Damage Base of 8 instead. *Grants: Guster"
Hurricane,Special,Flying,11,Scene x2,7,"Burst 1, Smite","Hurricane Confuses its target on 15+. If the target is in Sunny Weather, Hurricane's Accuracy Check is 11. If the target is in Rainy Weather, Hurricane cannot miss. If the target is airborne as a result of Bounce, Fly, or Sky Drop, Hurricane cannot miss."
Mirror Move,Status,Flying,See Effect,Scene x2,--,"6, 1 Target, Illusion",Use the Move the target has used on their last turn. You may choose new targets for the Move. Mirror Move cannot miss.
Oblivion Wing,Special,Flying,8,Daily,2,"Melee, 1 Target",The user gains HP equal to Oblivion Wing’s Damage Roll.
Peck,Physical,Flying,4,At-Will,2,"Melee, 1 Target",--
Pluck,Physical,Flying,6,At-Will,2,"Melee, 1 Target","Pluck takes the target's Held Item or Accessory Slot Item and attaches it to Pluck's user, if the user is not holding anything."
Roost,Status,Flying,--,Daily x2,--,Self,"The user regains HP equal to half of its full HP. If the user is a Flying Type, it loses the Flying Type until the start of their next turn."
Sky Attack,Physical,Flying,14,Scene x2,4,"Melee, Pass, Set-Up, Full Action",Set-Up Effect: The user is moved up 25 meters into the air. Resolution Effect: The user may shift until they are next to a legal target in the encounter. They may then shift again and pass through legal targets to attack with Sky Attack. Sky Attack Flinches a target on 17+.
Sky Drop,Physical,Flying,6,Scene x2,3,"Melee, 1 Target, Set-Up","Set-Up Effect: Make Sky Drop's Accuracy Check. If the user hits, the user and target are moved 25 meters into the air. The target forfeits their next turn and cannot Shift or take actions until Sky Drop is resolved. Resolution Effect: Shift while in the air and lower both the user and the target heights back to the ground. Then apply Sky Drop's damage. If the target has a Sky or Levitate Speed, Sky Drop fails to deal damage. If the user is Fainted after the Set-Up but before the Resolution, the target falls to the ground and takes damage as if Sky Drop had a Damage Base of 3 (1d6+5/8) unless they have a Sky or Levitate Speed, in which case they take no damage."
Tailwind,Status,Flying,--,Scene,--,Blessing,"For the remainder of the encounter, all allied trainers and Pokémon gain +5 to their Initiative. Multiple instances of Tailwind cannot stack. *Grants: Guster"
Wing Attack,Physical,Flying,6,At-Will,2,"Melee, 1 Target",--
Astonish,Physical,Ghost,3,At-Will,2,"Melee, 1 Target","Astonish Flinches the target on 15+. Once per Scene, if the target is unaware of the user's presence, Astonish automatically Flinches."
Confuse Ray,Status,Ghost,--,Scene x2,2,"6, 1 Target",The target is Confused.
Curse,Status,Ghost,--,See Text,--,Self,"If the user is not a Ghost Type, Curse has a Frequency of EOT, and when used the user lowers its Speed by -1 Combat Stage, but raises Attack and Defense by +1 Combat Stage each. If the user is a Ghost Type, Curse has a Frequency of Scene, and when used the user loses 1/3 of their Max Hit Points and a target Pokémon or Trainer within 8 meters of the user becomes Cursed. This Hit Point loss cannot be prevented in any way."
Destiny Bond,Status,Ghost,--,EOT,--,"Burst 10, Friendly","All enemy targets in the burst become Bound to the user until the end of your next turn. If a Bound target causes the user to Faint through a Damaging Attack, the Bound target immediately faints after their attack is resolved."
Grudge,Status,Ghost,--,Daily,--,"6, 1 Target, Interrupt","You may use Grudge as an Interrupt when a Damaging Attack causes the user to faint. Grudge is activated as a Free Action (does not take up a Command.) The attack is resolved as usual, and the user Faints. The attacker that caused the user to Faint becomes Suppressed for the remainder of the encounter; switching and Taking a Breather does not end Suppression when used this way."
Hex,Special,Ghost,7,EOT,2,"6, 1 Target","Once a Scene, if Hex's target has a Status Affliction, you may have Hex's Damage Base be 13 instead (4d10+10 / 35)"
Lick,Physical,Ghost,3,At-Will,2,"Melee, 1 Target",Lick Paralyzes the target on 15+.
Moongeist Beam,Special,Ghost,10,Scene x2,2,Line 6,"This Move ignores any Abilities that would cause it to fail or miss; those Abilities cannot be activated in response to Moongeist Beam (ex: Dodge, Wonder Guard)"
Night Shade,Special,Ghost,--,Scene x2,2,"8, 1 Target",The target loses HP equal to the level of Night Shade's user. Do not apply weakness or resistance. Do not apply stats.
Nightmare,Status,Ghost,--,Scene x2,2,"Melee, 1 Target",Nightmare can only hit Legal Targets that are Asleep. The target gains Bad Sleep.
Ominous Wind,Special,Ghost,6,EOT,2,"6, 1 Target, Spirit Surge",The user has each of its stats raised by +1 CS on a 19+.
Phantom Force,Physical,Ghost,9,Scene x2,2,"Melee, 1 Target, Set-Up","Set-Up Effect: The user is removed from the field, and their turn ends. Resolution Effect: Phantom Force’s user appears adjacent to any legal target on the field, ignoring Movement Capabilities, and then uses Phantom Force’s attack. Phantom Force cannot be avoided by Moves with the Shield Keyword, the Dodge Ability, or similar effects, and Intercepts may not be attempted in response."
Shadow Ball,Special,Ghost,8,EOT,2,"8, 1 Target",Shadow Ball lowers the target's Special Defense by -1 CS on 17+.
Shadow Bone,Physical,Ghost,9,EOT,2,"Melee, 1 Target","Lower the target's Defense by -1 CS on a 17+. Counts as a Bone Move for Cubone/Marowak’s Abilities, etc."
Shadow Claw,Physical,Ghost,7,EOT,2,"Melee, Pass",Shadow Claw is a Critical Hit on 18+.
Shadow Force,Physical,Ghost,12,Daily x3,2,"Melee, 1 Target, Set-Up","Set-Up Effect: The user is removed from the field, and their turn ends. Resolution Effect: Shadow Force’s user appears adjacent to any legal target on the field, ignoring Movement Capabilities, and then uses Shadow Force’s attack. Shadow Force cannot be avoided by Moves with the Shield Keyword, the Dodge Ability, or similar effects, and Intercepts may not be attempted in response."
Shadow Punch,Physical,Ghost,6,EOT,--,"6, 1 Target",Shadow Punch cannot miss.
Shadow Sneak,Physical,Ghost,4,At-Will,2,"Melee, 1 Target, Priority",--
Spectral Thief,Physical,Ghost,9,Scene,2,"Melee, 1 Target","Before rolling damage, transfer all Combat Stages on the target to the user."
Spirit Shackle,Physical,Ghost,8,EOT,2,"8, 1 Target",The Target is Trapped for 2 rounds.
Spite,Status,Ghost,--,Scene,--,"1 Target, Trigger",Spite may be used as a Free Action that does not take up a Command whenever the user is hit by a Move. That Move becomes Disabled for the attacker.
Trick-or-Treat,Status,Ghost,--,Daily,2,"6, 1 Target",The target gains the Ghost Type in addition to its other Types for 5 turns.
Absorb,Special,Grass,2,At-Will,2,"4, 1 Target","After the target takes damage, the user gains HP equal to half of the damage they dealt to the target."
Apple Acid,Special,Grass,8,EOT,2,Cone 2,The target’s Special Defense is lowered by 1 CS.
Aromatherapy,Status,Grass,--,Scene ,--,"Burst 1, Healing",All allies in the burst are cured of one status condition of their choice.
Branch Poke,Physical,Grass,4,At-Will,2,"2, 1 Target",--
Bullet Seed,Physical,Grass,3,EOT,4,"6, 1 Target, Five Strike",--
Cotton Guard,Status,Grass,--,Scene,--,Self,Raise the user’s Defense 3 Combat Stages.
Cotton Spore,Status,Grass,--,EOT,2,"Burst 1, Powder",All legal targets have their Speed lowered 2 Combat Stages.
Drum Beating,Physical,Grass,8,EOT,2,"4, 1 Target",The target’s Speed is lowered by 1 CS.
Energy Ball,Special,Grass,9,EOT,2,"8, 1 Target",Energy Ball lowers the foe’s Special Defense 1 Combat Stage on 17+.
Forest's Curse,Status,Grass,--,Daily,2,"6, 1 Target",The target gains the Grass Type in addition to its other Types for 5 turns.
Frenzy Plant,Special,Grass,15,Daily x2,4,"3, 5 Targets, Smite, Exhaust",--
Giga Drain,Special,Grass,8,Scene x2,2,"6, 1 Target","After the target takes damage, the user gains HP equal to half of the damage they dealt to the target."
Grass Knot,Special,Grass,"X, See Effect",EOT,2,"5, 1 Target, Weight Class",Grass Knot's Damage Base is equal to twice the target's Weight Class.
Grass Pledge,Special,Grass,8,Scene,2,"6, 1 Target, Pledge","If an ally uses Fire Pledge or Water Pledge, you may use Grass Pledge as Priority (Advanced) immediately after their turn to target the same foe. If used in conjunction with Fire Pledge, Fire Hazards are created in a Burst 1 around the target. If used in conjunction with Water Pledge, the target and all foes adjacent to the the target are slowed and have their Speed reduced by 2 Combat Stages. Consult the Pledge keyword for additional details."
Grass Whistle,Status,Grass,--,Scene x2,6,"6, 1 Target, Sonic",The target falls Asleep.
Grassy Terrain,Status,Grass,--,Daily x2,--,Field,"The area becomes Grassy for 5 rounds. While Grassy, all Pokémon and Trainers standing on the ground recover 1/10th of their maximum Hit Points at the start of every turn, and Grass-Type attacks performed by grounded Pokémon and Trainers gain a +10 bonus to Damage Rolls."
Grav Apple,Physical,Grass,8,EOT,2,"6, 1 Target",The target’s Defense is lowered by 1 CS.
Horn Leech,Physical,Grass,8,Scene x2,2,"Melee, 1 Target, Dash","After the target takes damage, the user gains HP equal to half of the damage they dealt to the target."
Ingrain,Status,Grass,--,Scene,--,"Self, Coat","Ingrain applies a Coat to the user, which has the following effect; the user cannot be pushed or pulled, and cannot be switched out. At the beginning of each of the user's turn, the user gains HP equal to 1/10th of its max HP."
Leaf Blade,Physical,Grass,9,EOT,2,"Melee, Pass",Leaf Blade is a Critical Hit on 18+.
Leaf Storm,Special,Grass,13,Scene,4,"8, Ranged Blast 3, Smite",Lower the user’s Special Attack 2 Combat Stages after damage.
Leaf Tornado,Special,Grass,7,EOT,4,"6, Ranged Blast 3","Small or Medium targets in the central square of the blast are not hit. On 15+, all legal targets have their Accuracy lowered by -1."
Leafage,Physical,Grass,4,At-Will,2,"6, 1 Target",--
Leech Seed,Status,Grass,--,Daily x2,4,"6, 1 Target","At the beginning of each of the target's turns, Leech Seed's target loses 1/10th of their full HP. Leech Seed's user then gains HP equal to the amount the target lost. Leech Seed lasts until the target faints or is returned to a Poké Ball. Grass Types and targets immune to Grass Attacks are immune to Leech Seed"
Magical Leaf,Special,Grass,6,EOT,--,"8, 1 Target",Magical Leaf cannot miss.
Mega Drain,Special,Grass,4,At-Will,2,"6, 1 Target","After the target takes damage, the user gains HP equal to half of the damage they dealt to the target."
Needle Arm,Physical,Grass,6,At-Will,2,"Melee, 1 Target",Needle Arm Flinches the target on 15+.
Petal Blizzard,Physical,Grass,9,EOT,2,Burst 1,--
Petal Dance,Special,Grass,12,Scene x2,3,"Melee, All Adjacent Foes, Smite","After damage is dealt, the user becomes Enraged and Confused."
Power Whip,Physical,Grass,12,Scene x2,5,"8, 1 Target, Smite",*Grants: Threaded
Razor Leaf,Physical,Grass,6,At-Will,4,Cone 2,Razor Leaf is a Critical Hit on 18+.
Seed Bomb,Physical,Grass,8,At-Will,2,"8, 1 Target",--
Seed Flare,Special,Grass,12,Scene,5,"6, Ranged Blast 3",All Legal Targets have their Special Defense lowered 1 Combat Stage.
Sleep Powder,Status,Grass,--,Scene x2,6,"4, 1 Target, Powder",The target falls Asleep.
Snap Trap,Physical,Grass,4,Scene x2,2,"Melee, 1 Target",The target is trapped in a Vortex. The DC to escape the Vortex is increased by 3.
Solar Beam,Special,Grass,12,Scene x2,2,"Line 6, 1 Target, Set-Up","Set-Up Effect: If the weather is not Sunny, the user’s turn ends. If the weather is Sunny, immediately proceed to the Resolution Effect instead and this Move loses the Set-Up keyword. Resolution Effect: The user attacks with Solar Beam. If the weather is Rainy, Sandstorming, or Hailing, Solar Beam’s Damage Base is lowered to 6 (2d6+8 / 15)."
Solar Blade,Physical,Grass,13,Scene x2,2,"Melee, 1 Target, Set-Up","Set-Up Effect: If the weather is not Sunny, the user’s gains +1 Attack CS and +1 Special Defense CS. If it is Sunny, immediately Resolve. Resolution Effect: Attack with Solar Blade. Half damage in Sandstorm, Hail, or Rain."
Spiky Shield,Status,Grass,--,Scene,--,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may use Spiky Shield. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee-ranged, the attacker loses Hit Points equal to 1/10th of their Max Hit Points."
Spore,Status,Grass,--,Scene,--,"4, 1 Target, Powder",The target falls Asleep.
Strength Sap,Status,Grass,--,Daily x2,2,"Melee, 1 Target",The user gains Hit Points equal to the higher of the target's Attack or Special Attack; the target then loses -1 CS in that Stat.
Stun Spore,Status,Grass,--,Scene x2,6,"6, 1 Target, Powder",The target is Paralyzed.
Synthesis,Status,Grass,--,Daily x2,--,"Self, Healing","The user regains Hit Points equal to half of its full Hit Point value. If it is Sunny, the user gains 2/3 of its full Hit Point value. If it is Rainy, Sand Storming, or Hailing, the user gains 1/4 of its full Hit Point value."
Trop Kick,Physical,Grass,7,EOT,2,"Melee, 1 Target",The target receives a -5 penalty to damage rolls for 1 round.
Vine Whip,Physical,Grass,4,At-Will,2,"4, 1 Target",*Grants: Threaded
Wood Hammer,Physical,Grass,12,Scene x2,2,"Melee, 1 Target, Dash, Recoil 1/3",--
Worry Seed,Status,Grass,--,Scene,2,"8, 1 Target",You choose one of the target’s Abilities. Worry Seed changes that Ability to Insomnia for the remainder of the encounter.
Bone Club,Physical,Ground,7,At-Will,5,"Melee, 1 Target",Bone Club Flinches the target on 18+.
Bone Rush,Physical,Ground,3,EOT,4,"Melee, 1 Target, Five Strike",--
Bonemerang,Physical,Ground,5,EOT,3,"6, 1 Target, Doublestrike",--
Bulldoze,Physical,Ground,6,EOT,2,Burst 1,All Legal Targets are lowered 1 Speed Combat Stage.
Dig,Physical,Ground,8,EOT,2,"Burst 1, Set-Up, Full Action, Groundsource","Set-Up Effect: The user shifts 25 meters underground and their turn ends. Resolution Effect: The user may shift horizontally using their burrow or overland speed, and then shifts 25 meters straight up. Upon reaching the surface, the user attacks with Dig, creating a Burst 1. *Grants: Burrow +3"
Drill Run,Physical,Ground,8,At-Will,3,"Melee, 1 Target",Drill Run is a Critical Hit on 18+.
Earth Power,Special,Ground,9,EOT,2,"6, 1 Target, Groundsource",Earth Power lowers the Special Defense of all Legal Targets 1 Combat Stage on 16+.
Earthquake,Physical,Ground,10,Scene,2,"Burst 3, Groundsource","Earthquake can hit targets that are underground, including those using the Move Dig. *Grants Groundshaper"
Fissure,Status,Ground,--,Daily,--,"5, 1 Target, Execute, Groundsource","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level. *Grants: Groundshaper"
High Horsepower,Physical,Ground,10,Scene x2,3,"Melee, 1 Target","High Horsepower may be used as a Free Action at the end of a Sprint Maneuver taken as a Standard Action, as long as the user Shifted at least 3 meters in a straight line towards the target. When used this way, High Horsepower gains Smite."
Land's Wrath,Physical,Ground,9,Scene x2,2,"Burst 5, Friendly, Groundsource",*Grants: Groundshaper
Magnitude,Physical,Ground,"X, See Effect",EOT,2,"Burst 2, Groundsource","When you use Magnitude, roll 1d6. Magnitude’s Damage Base is equal to 5+X, where X is the value of the d6. Magnitude can hit targets that are underground, including those using the Move Dig. *Grants: Groundshaper"
Mud Bomb,Special,Ground,7,At-Will,4,"6, 1 Target",The target's Accuracy is lowered by -1 on 16+.
Mud Shot,Special,Ground,6,At-Will,3,"3, 1 Target",The target's Speed is lowed by -1 Combat Stage.
Mud Sport,Status,Ground,--,EOT,--,Burst 2,"All targets in the burst, including the user, gain a Coat which grants them 1 Step of Resistance to Electric Type Moves. After a target has been hit by a damaging Electric Type Move, the coat is removed."
Mud-Slap,Special,Ground,2,At-Will,2,"3, 1 Target",The target's Accuracy is lowered by -1.
Precipice Blades,Physical,Ground,12,Scene x2,5,"Burst 1, Smite",--
Rototiller,Status,Ground,--,Scene,--,Burst 2,All Grass-type Pokémon in the area raise their Attack and Special Attack 1 Combat Stage.
Sand Tomb,Physical,Ground,4,Scene x2,4,"5, 1 Target",The target is put in a Vortex.
Sand Attack,Status,Ground,--,EOT,2,"2, 1 Target",The target is Blinded until the end of their next turn.
Shore Up,Status,Ground,--,Daily x2,--,Self,"The user regains Hit Points equal to half of its full Hit Point value. If it is Sand Storming, the user gains 2/3 of its full Hit Point value. If it is Sunny, Rainy, or Hailing, the user gains 1/4 of its full Hit Point value."
Spikes,Status,Ground,--,At-Will,--,"6, Hazard","Set 8 square meters of Spikes within the range such that all 8 meters are adjacent with at least one other space of Spikes. Spikes cause terrain to count as Slow Terrain, and a grounded foe that runs into the hazards will lose 1/10th of their full HP and become Slowed until the end of their next turn."
Stomping Tantrum,Physical,Ground,8,EOT,2,"Melee, 1 Target","If the user’s last attack failed or missed, Stomping Tantrum is DB15 instead."
Thousand Arrows,Physical,Ground,9,Scene,2,"6, 1 Target","When calculating Weakness and Resistance for Thousand Arrows, Flying-Typed targets calculate damage as if Ground was neutral to Ice. Thousand Arrows ignores the Levitate Ability, The target is knocked down to ground level, and loses all Sky or Levitate Speeds for 3 turns. During this time, they may be hit by Ground-Type Moves even if normally immune."
Thousand Waves,Physical,Ground,9,Scene,2,"Burst 1, Groundsource",Legal Targets are Trapped for 2 Turns.
Aurora Beam,Special,Ice,7,At-Will,2,"6, 1 Target",Aurora Beam lowers the target's Attack 1 Combat Stage on 18+. *Grants: Freezer
Aurora Veil,Status,Ice,--,Scene,--,Blessing,"Blessing – Any user affected by Aurora Veil may activate it when receiving Damage to resist the Damage one step. Aurora Veil may be activated 2 times, and then disappears. Special: Auora Veil can only be used when the user is in Hailing Weather. The Blessings persist even after Hailing Weather has ended, however."
Avalanche,Physical,Ice,6,EOT,2,"Melee, 1 Target","When declaring Avalanche, the user does nothing and may not Shift. At the end of the round, the user may Shift and use Avalanche. If the target damaged the user this round, Avalanche has a Damage Base of 12 (4d10+15 / 40)."
Blizzard,Special,Ice,11,Scene x2,7,"4, Ranged Blast 2, Smite","Blizzard Freezes all legal target on 15+. If the target is in Hailing Weather, Blizzard cannot miss."
Freeze-Dry,Special,Ice,7,EOT,2,"6, 1 Target","When calculating Weakness and Resistance for Freeze-Dry, Water-Typed targets calculate damage as if Water was weak to Ice."
Freeze Shock,Physical,Ice,14,Scene,4,"10, 1 Target, Set-Up, Full Action","Set-Up Effect: The user may shift, then ends their turn. Resolution Effect: The user attacks with Freeze Shock. Freeze Shock paralyzes on 15+."
Frost Breath,Special,Ice,6,EOT,3,"4, 1 Target","If Frost Breath hits, it is a Critical Hit. *Grants: Freezer"
Glaciate,Special,Ice,7,EOT,3,Burst 2,"All Legal Targets have their Speed lowered 1 Combat Stage. On an Even-Numbered Roll, all Legal Targets on the ground are Slowed."
